unique_key,case_key,source_id,display_name,pdf_sha256,pdf_path,offence_family,strata_tags,gold_tier,pool,route,skip_reason,backend_case_id,match_hint
sha:62ce1dab7104c4913666803b604195ca7c6084ad85af2bd26a6084be5f0b2e16,PDF-62ce1dab7104,CB-TB-03_Ashleigh_Merritt,CB-TB-03_Ashleigh_Merritt.pdf,62ce1dab7104c4913666803b604195ca7c6084ad85af2bd26a6084be5f0b2e16,C:\Users\gduff\Downloads\CB-TB-03_Ashleigh_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,BACKEND_LIVE,,6cf246a1-b353-46fc-a1fd-857f3d1868ea,new cases for cursor — Case 3
sha:62ea413c865df38f64405582c6e5055598b2880a1a05ca4c44f35faef9c4584f,PDF-62ea413c865d,CB-TB-1710_Barker,CB-TB-1710_Barker.pdf,62ea413c865df38f64405582c6e5055598b2880a1a05ca4c44f35faef9c4584f,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1710_Barker.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6309fc9cb9badf9b0ad041c3488913a92230ca96fe7db76d2d9a61f77573664f,PDF-6309fc9cb9ba,CB-TB-2164_Wright,CB-TB-2164_Wright.pdf,6309fc9cb9badf9b0ad041c3488913a92230ca96fe7db76d2d9a61f77573664f,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2164_Wright.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6338524587e6a47f8bd42890a8ea05e1c1328ccb27d6e6a4869b5424f644d345,PDF-6338524587e6,CB-TB-1374_Khan,CB-TB-1374_Khan.pdf,6338524587e6a47f8bd42890a8ea05e1c1328ccb27d6e6a4869b5424f644d345,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1374_Khan.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6393bb4453b2c82a35ac169442bca4e3915cbe44d8efae12101fa98a37a8a9c2,PDF-6393bb4453b2,custody.pdf (1),custody.pdf (1).pdf,6393bb4453b2c82a35ac169442bca4e3915cbe44d8efae12101fa98a37a8a9c2,C:\Users\gduff\Downloads\custody.pdf (1).pdf,pdf_inventory,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:63b4c9c7cd8521ddb2bf9f3a587919ceb07de83022cd36d751192c8dd5a0974a,PDF-63b4c9c7cd85,CB-TB-1790_Denton,CB-TB-1790_Denton.pdf,63b4c9c7cd8521ddb2bf9f3a587919ceb07de83022cd36d751192c8dd5a0974a,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1790_Denton.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:63c63b66d890ed9e0b6f4ab2579bef79a97f5052235f5412f4a8dc076aaed4f0,PDF-63c63b66d890,CB-TB-761_Clarke,CB-TB-761_Clarke.pdf,63c63b66d890ed9e0b6f4ab2579bef79a97f5052235f5412f4a8dc076aaed4f0,C:\Users\gduff\Downloads\cb-tb-701-800-v5\pdfs\CB-TB-761_Clarke.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:63c900ef8148baf2a175a1ed30a3cfeb27270dbf4df7647812860423b0a7d13d,PDF-63c900ef8148,CB-TB-1991_Cotter,CB-TB-1991_Cotter.pdf,63c900ef8148baf2a175a1ed30a3cfeb27270dbf4df7647812860423b0a7d13d,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1991_Cotter.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:63d43cba72f6c0ab286b1af2bca69e3759bf09cf4c63016844f33c4ea9b0c837,PDF-63d43cba72f6,CB-TB-992_Hale,CB-TB-992_Hale.pdf,63d43cba72f6c0ab286b1af2bca69e3759bf09cf4c63016844f33c4ea9b0c837,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-992_Hale.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:63e47ef4ae6c16fde9732797e4446da4dd6a2fe2e966c0a4b56cd78a5b3c95f6,PDF-63e47ef4ae6c,CB-TB-341_Tanner,CB-TB-341_Tanner.pdf,63e47ef4ae6c16fde9732797e4446da4dd6a2fe2e966c0a4b56cd78a5b3c95f6,C:\Users\gduff\Downloads\cb-tb-301-400-v4\pdfs\CB-TB-341_Tanner.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:63ecb787dae71cf94e0f8e81be4010bbf34b02186611215df6c9ebf76fafcda6,PDF-63ecb787dae7,CB-TB-2047_Sutton,CB-TB-2047_Sutton.pdf,63ecb787dae71cf94e0f8e81be4010bbf34b02186611215df6c9ebf76fafcda6,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2047_Sutton.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:63f93acf497aa1ed52c02155bfca6d1454cebd610c0d8140a942c2f103a8ce29,PDF-63f93acf497a,CB-TB-1234_Greene,CB-TB-1234_Greene.pdf,63f93acf497aa1ed52c02155bfca6d1454cebd610c0d8140a942c2f103a8ce29,C:\Users\gduff\Downloads\cb-tb-1201-1300-v5\pdfs\CB-TB-1234_Greene.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6429fb3b75436e48d7972943d073c7f23a7fc07e917bd0206e50f31f76325135,PDF-6429fb3b7543,CB-TB-830_Doyle,CB-TB-830_Doyle.pdf,6429fb3b75436e48d7972943d073c7f23a7fc07e917bd0206e50f31f76325135,C:\Users\gduff\Downloads\cb-tb-801-900-v5\pdfs\CB-TB-830_Doyle.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6434a2da4578f59c0423e4410883ce6c12b3138095091fc0ad123d39bb93ecc0,PDF-6434a2da4578,CB-TB-1396_Bell,CB-TB-1396_Bell.pdf,6434a2da4578f59c0423e4410883ce6c12b3138095091fc0ad123d39bb93ecc0,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1396_Bell.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:64517be58b0304695bae00b9a8d9f542477189702f17324db4b9a43d32617cf2,PDF-64517be58b03,CB-TB-436_Lloyd,CB-TB-436_Lloyd.pdf,64517be58b0304695bae00b9a8d9f542477189702f17324db4b9a43d32617cf2,C:\Users\gduff\Downloads\cb-tb-401-500-v5\pdfs\CB-TB-436_Lloyd.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:649d8d11966830e2d8fb32669c1db40c23f6fa5643fee16297463f2114fdeeba,PDF-649d8d119668,CB-TB-1397_Doyle,CB-TB-1397_Doyle.pdf,649d8d11966830e2d8fb32669c1db40c23f6fa5643fee16297463f2114fdeeba,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1397_Doyle.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:64a8df168a07d9fe4302e4baa6bfc98abfd6dc1cb6267e2c265cc4c2bc1a7aa5,PDF-64a8df168a07,CB-TB-1063_Marsh,CB-TB-1063_Marsh.pdf,64a8df168a07d9fe4302e4baa6bfc98abfd6dc1cb6267e2c265cc4c2bc1a7aa5,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-1063_Marsh.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:64bb148b99faaf7f22b236cfc99562b2ec0b0724855631e87327f3b4c61c44ee,PDF-64bb148b99fa,CB-TB-1309_Hart,CB-TB-1309_Hart.pdf,64bb148b99faaf7f22b236cfc99562b2ec0b0724855631e87327f3b4c61c44ee,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1309_Hart.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:64e6c741bb24f4d5ca0535974cfcab22298d3b2ddbd602f3dc4ac43346211d56,PDF-64e6c741bb24,CB-TB-1273_Thornton,CB-TB-1273_Thornton.pdf,64e6c741bb24f4d5ca0535974cfcab22298d3b2ddbd602f3dc4ac43346211d56,C:\Users\gduff\Downloads\cb-tb-1201-1300-v5\pdfs\CB-TB-1273_Thornton.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:64e7fa3fd754bb90a27161ad81513646ff75a8808056c9f7de1422285ed48196,PDF-64e7fa3fd754,CB-TB-026_Adeyemi,CB-TB-026_Adeyemi.pdf,64e7fa3fd754bb90a27161ad81513646ff75a8808056c9f7de1422285ed48196,C:\Users\gduff\Downloads\cb-tb-001-050-v3\pdfs\CB-TB-026_Adeyemi.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:64ea94442efdaf1dce501ed59e0648b2458fbf8d1257b6764e38b42cc30e79b3,PDF-64ea94442efd,CB-TB-1400_Merritt,CB-TB-1400_Merritt.pdf,64ea94442efdaf1dce501ed59e0648b2458fbf8d1257b6764e38b42cc30e79b3,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1400_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6500a85462fe9779660361580d1f79c303e498e45b334d5e5c6dd68cf3e70992,PDF-6500a85462fe,CB-TB-1476_Marsh,CB-TB-1476_Marsh.pdf,6500a85462fe9779660361580d1f79c303e498e45b334d5e5c6dd68cf3e70992,C:\Users\gduff\Downloads\cb-tb-1401-1500-v5-tmp\pdfs\CB-TB-1476_Marsh.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65131fc9f3018404241c806abc7d602868c494ef14917e29f25729f7fe24131e,PDF-65131fc9f301,CB-TB-1902_Tobin,CB-TB-1902_Tobin.pdf,65131fc9f3018404241c806abc7d602868c494ef14917e29f25729f7fe24131e,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1902_Tobin.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6520b63f3d621fa23a6a271d41386d88037401aa52d2846422a6306115f716f1,PDF-6520b63f3d62,CB-TB-334_Clarke,CB-TB-334_Clarke.pdf,6520b63f3d621fa23a6a271d41386d88037401aa52d2846422a6306115f716f1,C:\Users\gduff\Downloads\cb-tb-301-400-v4\pdfs\CB-TB-334_Clarke.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:654ed6612aa273d49187aa4645536578f4e284333fe11c7682d50580c14c4853,PDF-654ed6612aa2,CB-TB-2038_Mitchell,CB-TB-2038_Mitchell.pdf,654ed6612aa273d49187aa4645536578f4e284333fe11c7682d50580c14c4853,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2038_Mitchell.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6561e406079d781f5218af4b79850fbe565fe763e4c42b59801c72e5a8a4ca9f,PDF-6561e406079d,CB-TB-1923_Varga,CB-TB-1923_Varga.pdf,6561e406079d781f5218af4b79850fbe565fe763e4c42b59801c72e5a8a4ca9f,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1923_Varga.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6578a77a91dd19291de516f13bbb96699256233dee16dcfe5d0af0aa54ec41b3,PDF-6578a77a91dd,CB-TB-1805_Tate,CB-TB-1805_Tate.pdf,6578a77a91dd19291de516f13bbb96699256233dee16dcfe5d0af0aa54ec41b3,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1805_Tate.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:658fe9bdff94c1243fa6349e71e42238d61dd372c7fbeadaa00d4f1e512d0766,PDF-658fe9bdff94,CB-TB-421_Coates,CB-TB-421_Coates.pdf,658fe9bdff94c1243fa6349e71e42238d61dd372c7fbeadaa00d4f1e512d0766,C:\Users\gduff\Downloads\cb-tb-401-500-v5\pdfs\CB-TB-421_Coates.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65aa7d71de54370b03719dba396e08bedfc47821a248e53ad03662f1d8a47088,PDF-65aa7d71de54,CB-TB-1787_Keane,CB-TB-1787_Keane.pdf,65aa7d71de54370b03719dba396e08bedfc47821a248e53ad03662f1d8a47088,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1787_Keane.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65c030333c679bd86c6a08ed3c3eb7c685f435b28f5ce855d065bed9698c0eec,PDF-65c030333c67,CB-TB-1512_White,CB-TB-1512_White.pdf,65c030333c679bd86c6a08ed3c3eb7c685f435b28f5ce855d065bed9698c0eec,C:\Users\gduff\Downloads\cb-tb-1501-1600-v5-factory-run\pdfs\CB-TB-1512_White.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65d3134e7bf2152680b01966091051de31bf97a5ec0c2d5a7d8736c5fe192947,PDF-65d3134e7bf2,CB-TB-051_Walsh,CB-TB-051_Walsh.pdf,65d3134e7bf2152680b01966091051de31bf97a5ec0c2d5a7d8736c5fe192947,C:\Users\gduff\Downloads\cb-tb-031-100-v4\pdfs\CB-TB-051_Walsh.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65e1b5bb69df02cea789bbcc79e635abe3f83ccc9af605d7a41d840d469e4523,PDF-65e1b5bb69df,CB-TB-1061_Carter,CB-TB-1061_Carter.pdf,65e1b5bb69df02cea789bbcc79e635abe3f83ccc9af605d7a41d840d469e4523,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-1061_Carter.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65ec148f837298f352c1c93217e27a1aefeecf0f635363957b6d60c3eeebabbd,PDF-65ec148f8372,CB-TB-1320_Ross,CB-TB-1320_Ross.pdf,65ec148f837298f352c1c93217e27a1aefeecf0f635363957b6d60c3eeebabbd,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1320_Ross.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65edb782ad8a7fe9916782601cd929e8f62237e655de5c41ecae3f96e411eb23,PDF-65edb782ad8a,CB-TB-638_Harper,CB-TB-638_Harper.pdf,65edb782ad8a7fe9916782601cd929e8f62237e655de5c41ecae3f96e411eb23,C:\Users\gduff\Downloads\cb-tb-601-700-v5\pdfs\CB-TB-638_Harper.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65f251fb809013d9a6f40e51afcad26e9b9f528a454cb3571d93cbf1f4387e0c,PDF-65f251fb8090,CB-TB-034_Merritt,CB-TB-034_Merritt.pdf,65f251fb809013d9a6f40e51afcad26e9b9f528a454cb3571d93cbf1f4387e0c,C:\Users\gduff\Downloads\cb-tb-031-100-v4\pdfs\CB-TB-034_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:65ff52d85505b37d930d92aecb920dacfc17f280fffce4931217dc2f32135166,PDF-65ff52d85505,CB-TB-2172_Hughes,CB-TB-2172_Hughes.pdf,65ff52d85505b37d930d92aecb920dacfc17f280fffce4931217dc2f32135166,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2172_Hughes.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6604856d89f56abecfbe0dea8c07657b09062538631d3c571c47f7ece2baea7c,PDF-6604856d89f5,CB-TB-517_Coleman,CB-TB-517_Coleman.pdf,6604856d89f56abecfbe0dea8c07657b09062538631d3c571c47f7ece2baea7c,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-517_Coleman.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6604cc5a8958803fab7ef578c3344aa136db0cda72470b4e65ae91c65cc30d30,PDF-6604cc5a8958,CB-TB-1536_Khan,CB-TB-1536_Khan.pdf,6604cc5a8958803fab7ef578c3344aa136db0cda72470b4e65ae91c65cc30d30,C:\Users\gduff\Downloads\cb-tb-1501-1600-v5-factory-run\pdfs\CB-TB-1536_Khan.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:661168462d1f2714dca92c803e638ffe7eb49b3837f1d6bcf461103daff11d94,PDF-661168462d1f,CB-TB-542_Brooks,CB-TB-542_Brooks.pdf,661168462d1f2714dca92c803e638ffe7eb49b3837f1d6bcf461103daff11d94,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-542_Brooks.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:66470328e8f0dcef6043cb0e9785d0a1313b3605ec65f613965873f96635b6a2,PDF-66470328e8f0,CB-TB-1106_Patterson,CB-TB-1106_Patterson.pdf,66470328e8f0dcef6043cb0e9785d0a1313b3605ec65f613965873f96635b6a2,C:\Users\gduff\Downloads\cb-tb-1101-1400-v5\pdfs\CB-TB-1106_Patterson.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:66714b208fac4db0f7c81c009b129fb7518ccca43bcec476324ca7d1c0a9f6ed,PDF-66714b208fac,CB-TB-1013_Burke,CB-TB-1013_Burke.pdf,66714b208fac4db0f7c81c009b129fb7518ccca43bcec476324ca7d1c0a9f6ed,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-1013_Burke.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:66736201fa6eaf0dfbb3070f57c3322258706bb4e313ec213131868bac2e1864,PDF-66736201fa6e,CB-TB-038_Hayes,CB-TB-038_Hayes.pdf,66736201fa6eaf0dfbb3070f57c3322258706bb4e313ec213131868bac2e1864,C:\Users\gduff\Downloads\cb-tb-001-050-v3\pdfs\CB-TB-038_Hayes.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:66a3f89b5dc1237b664da649a0bf25841b5e0ab874697334ae643303a87be3c5,PDF-66a3f89b5dc1,CB-TB-764_Khan,CB-TB-764_Khan.pdf,66a3f89b5dc1237b664da649a0bf25841b5e0ab874697334ae643303a87be3c5,C:\Users\gduff\Downloads\cb-tb-701-800-v5\pdfs\CB-TB-764_Khan.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:66a5eaf8d577fc9c1ecb1258fab0c7ab478a2d35a9e2ba2d57f9f02d41f2cbc5,PDF-66a5eaf8d577,CB-TB-625_Clarke,CB-TB-625_Clarke.pdf,66a5eaf8d577fc9c1ecb1258fab0c7ab478a2d35a9e2ba2d57f9f02d41f2cbc5,C:\Users\gduff\Downloads\cb-tb-601-700-v5\pdfs\CB-TB-625_Clarke.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:66efca0530c962167f5a9bc5b1a22c2b852b195aa150d6d6586a31f74cfad3c2,PDF-66efca0530c9,CB-TB-559_Patel,CB-TB-559_Patel.pdf,66efca0530c962167f5a9bc5b1a22c2b852b195aa150d6d6586a31f74cfad3c2,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-559_Patel.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:66f6a88fb4a1cb9d05856620f7228f2033b0338ebf203d79931e3928ed2b669d,PDF-66f6a88fb4a1,CB-TB-507_Rees,CB-TB-507_Rees.pdf,66f6a88fb4a1cb9d05856620f7228f2033b0338ebf203d79931e3928ed2b669d,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-507_Rees.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:671fcffdf01cfb327dea2213132b796ce6e53ec9e33982532d54cb70320c191e,PDF-671fcffdf01c,CB-TB-275_Patel,CB-TB-275_Patel.pdf,671fcffdf01cfb327dea2213132b796ce6e53ec9e33982532d54cb70320c191e,C:\Users\gduff\Downloads\cb-tb-201-300-v4\pdfs\CB-TB-275_Patel.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:6730a3e4b1548f2845f6abbdb1e29b4848bcc87b6acac8ff3f95bbd1c66c0851,PDF-6730a3e4b154,CB-TB-1920_Kaur,CB-TB-1920_Kaur.pdf,6730a3e4b1548f2845f6abbdb1e29b4848bcc87b6acac8ff3f95bbd1c66c0851,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1920_Kaur.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:673f3e8db2577a36f70c9351c676cf23ab841d28e52a297c7ee6298041e6573a,PDF-673f3e8db257,CB-TB-1395_Lark,CB-TB-1395_Lark.pdf,673f3e8db2577a36f70c9351c676cf23ab841d28e52a297c7ee6298041e6573a,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1395_Lark.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:67612331b77cf5c8dddfabf8cdb6b0cdd20e06dfb1e2a8bd32b22e2103f5356a,PDF-67612331b77c,CB-TB-1483_Greene,CB-TB-1483_Greene.pdf,67612331b77cf5c8dddfabf8cdb6b0cdd20e06dfb1e2a8bd32b22e2103f5356a,C:\Users\gduff\Downloads\cb-tb-1401-1500-v5-tmp\pdfs\CB-TB-1483_Greene.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:676e5464b1c1785e1e428e735b2ef7c099134cb0f94b542443556c84bd480a9e,PDF-676e5464b1c1,CB-TB-1460_Turner,CB-TB-1460_Turner.pdf,676e5464b1c1785e1e428e735b2ef7c099134cb0f94b542443556c84bd480a9e,C:\Users\gduff\Downloads\cb-tb-1401-1500-v5-tmp\pdfs\CB-TB-1460_Turner.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:67a9a7eda4624bef54eba9a9d21a22efa622929425c99b1bbf4f5f6cb091d029,PDF-67a9a7eda462,CB-TB-171_Palmer,CB-TB-171_Palmer.pdf,67a9a7eda4624bef54eba9a9d21a22efa622929425c99b1bbf4f5f6cb091d029,C:\Users\gduff\Downloads\cb-tb-101-200-v4\pdfs\CB-TB-171_Palmer.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:67e4d152e7a9f004ab2e41e46498ed3003986b00d9b2daf93cc6b5748246cc9a,PDF-67e4d152e7a9,CB-TB-2076_Ford,CB-TB-2076_Ford.pdf,67e4d152e7a9f004ab2e41e46498ed3003986b00d9b2daf93cc6b5748246cc9a,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2076_Ford.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:67ffa1cd314928d4cd8ae323904cfe444d8ba3d85c575818655a7161292049d6,PDF-67ffa1cd3149,CB-TB-223_Pike,CB-TB-223_Pike.pdf,67ffa1cd314928d4cd8ae323904cfe444d8ba3d85c575818655a7161292049d6,C:\Users\gduff\Downloads\cb-tb-201-300-v4\pdfs\CB-TB-223_Pike.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:681a215814f8603519339871908ed3525d21f66a20f21d4ed0a63351dfbbe6f0,PDF-681a215814f8,CB-TB-700_Parker,CB-TB-700_Parker.pdf,681a215814f8603519339871908ed3525d21f66a20f21d4ed0a63351dfbbe6f0,C:\Users\gduff\Downloads\cb-tb-601-700-v5\pdfs\CB-TB-700_Parker.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:683834aba543ca0e3aa720361dffbcb8194e5fa68e915fc55d4b0fb06282eae9,PDF-683834aba543,CB-TB-1304_Patterson,CB-TB-1304_Patterson.pdf,683834aba543ca0e3aa720361dffbcb8194e5fa68e915fc55d4b0fb06282eae9,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1304_Patterson.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
